Year,County,Hospital,Hospital ID,Performance Measure,Total Statewide CABG Cases,Total Statewide CABG Cases for Performance Measure Reporting,Statewide Adverse Events,Statewide Adverse Events Rate (%),Total Hospital CABG Cases,Total Hospital CABG Cases for Performance Measure Reporting,Hospital Adverse Events,Hospital Observed Adverse Events Rate (%),Hospital Expected Adverse Events Rate (%),"Hospital Risk-Adjusted Adverse Events Rate (%,RAAER)",Hospital Lower 95% CI for RAAER,Hospital Upper 95% CI for RAAER,Performance Rating,Longitude,Latitude
2018-2019,Los Angeles,Providence Holy Cross Medical Center,106190385,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,146,122,3,2.46,2.24,1.85,0.38,5.42,Average,-118.5,34.28
2018-2019,Los Angeles,Good Samaritan Hospital - Los Angeles,106190392,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,219,182,1,0.55,1.61,0.58,0.01,3.21,Average,-118.3,34.05
2018-2019,Los Angeles,Huntington Memorial Hospital,106190400,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,252,197,1,0.51,1.22,0.70,0.02,3.92,Average,-118.2,34.14
2018-2019,Los Angeles,Emante Health Inter-Community Hospital,106190413,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,343,294,7,2.38,2.00,2.00,0.80,4.12,Average,-117.9,34.09
2018-2019,Los Angeles,Torrance Memorial Medical Center,106190422,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,180,127,5,3.94,1.48,4.47,1.45,10.43,Average,-118.34,33.81
2018-2019,Los Angeles,Kaiser Foundation Hospital - Los Angeles,106190429,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,"1,817","1,478",15,1.01,1.60,1.07,0.60,1.76,Average,-118.3,34.10
2018-2019,Los Angeles,Providence Little Company of Mary Medical Center - Torrance,106190470,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,258,228,3,1.32,2.33,0.95,0.20,2.79,Average,-118.4,33.84
2018-2019,Los Angeles,Providence Tarzana Medical Center,106190517,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,90,79,4,5.06,1.46,5.84,1.59,14.94,Average,-118.5,34.17
2018-2019,Los Angeles,Glendale Memorial Hospital and Health Center,106190522,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,205,181,1,0.55,1.53,0.61,0.02,3.38,Average,-118.3,34.13
2018-2019,Los Angeles,Memorialcare Long Beach Medical Center,106190525,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,350,287,7,2.44,1.87,2.19,0.88,4.52,Average,-118.2,33.81
2018-2019,Los Angeles,Methodist Hospital of Southern California,106190529,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,104,90,4,4.44,1.88,3.98,1.09,10.20,Average,-118.0,34.14
2018-2019,Los Angeles,Cedars Sinai Medical Center,106190555,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,501,369,8,2.17,1.44,2.55,1.10,5.02,Average,-118.4,34.08
2018-2019,Los Angeles,Northridge Hospital Medical Center,106190568,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,160,140,4,2.86,1.82,2.64,0.72,6.77,Average,-118.5,34.22
2018-2019,Los Angeles,Pomona Valley Hospital Medical Center,106190630,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,208,189,7,3.70,2.19,2.85,1.14,5.87,Average,-117.8,34.08
2018-2019,Los Angeles,PIH Health Hospital - Whittier,106190631,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,205,126,1,0.79,2.04,0.65,0.02,3.65,Average,-118.1,33.97
2018-2019,Los Angeles,St. Francis Medical Center,106190754,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,80,80,2,2.50,1.89,2.22,0.27,8.03,Average,-118.2,33.93
2018-2019,Los Angeles,Providence Saint John's Health Center,106190756,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,95,65,2,3.08,1.46,3.56,0.43,12.88,Average,-118.5,34.03
2018-2019,Los Angeles,Providence Saint Joseph Medical Center,106190758,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,113,101,4,3.96,1.68,3.97,1.08,10.17,Average,-118.3,34.16
2018-2019,Los Angeles,St. Vincent Medical Center,106190762,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,93,82,2,2.44,1.62,2.54,0.31,9.17,Average,-118.3,34.06
2018-2019,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,433,265,4,1.51,1.45,1.76,0.48,4.50,Average,-118.5,34.07
2018-2019,Los Angeles,Valley Presbyterian Hospital,106190812,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,82,76,3,3.95,2.22,3.00,0.62,8.75,Average,-118.5,34.19
2018-2019,Los Angeles,West Hills Hospital and Medical Center,106190859,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,108,93,3,3.23,1.71,3.18,0.66,9.29,Average,-118.6,34.20
2018-2019,Los Angeles,Adventist Health White Memorial,106190878,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,130,116,2,1.72,1.92,1.52,0.18,5.48,Average,-118.2,34.05
2018-2019,Los Angeles,Henry Mayo Newhall Hospital,106190949,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,95,82,1,1.22,1.84,1.12,0.03,6.22,Average,-118.6,34.40
2018-2019,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,144,128,2,1.56,1.94,1.36,0.16,4.90,Average,-118.3,33.83
2018-2019,Los Angeles,Los Angeles County/University of Southern California Medical Center,106191228,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,125,101,0,0.00,1.44,0.00,0.00,4.26,Average,-118.2,34.06
2018-2019,Los Angeles,Keck Hospital of University of Southern California,106194219,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,279,149,2,1.34,1.60,1.42,0.17,5.12,Average,-118.2,34.06
2018-2019,Marin,Marin General Hospital,106211006,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,91,68,1,1.47,1.29,1.92,0.05,10.70,Average,-122.5,37.95
2018-2019,Monterey,Community Hospital of the Monterey Peninsula,106270744,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,209,166,3,1.81,1.86,1.64,0.34,4.80,Average,-121.9,36.60
2018-2019,Monterey,Salinas Valley Memorial Hospital,106270875,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,237,192,3,1.56,1.91,1.38,0.28,4.03,Average,-121.7,36.66
2018-2019,Napa,Queen of the Valley Medical Center,106281047,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,91,81,1,1.23,1.66,1.25,0.03,6.97,Average,-122.3,38.32
2018-2019,Napa,Adventist Health St. Helena,106281078,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,232,153,1,0.65,1.99,0.55,0.01,3.08,Average,-122.5,38.54
2018-2019,Orange,Memorialcare Orange Coast Medical Center,106300225,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,210,178,7,3.93,1.38,4.82,1.94,9.93,Worse,-118.0,33.70
2018-2019,Orange,AHMC Anaheim Regional Medical Center,106301098,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,272,229,0,0.00,1.32,0.00,0.00,2.06,Average,-117.9,33.85
2018-2019,Orange,Fountain Valley Regional Hospital and Medical Center - Euclid,106301175,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,185,166,4,2.41,1.82,2.23,0.61,5.71,Average,-117.9,33.72
2018-2019,Orange,Anaheim Global Medical Center,106301188,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,80,64,0,0.00,2.01,0.00,0.00,4.84,Average,-117.9,33.82
2018-2019,Orange,Hoag Memorial Hospital Presbyterian,106301205,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,532,368,5,1.36,1.45,1.58,0.51,3.69,Average,-117.9,33.63
2018-2019,Orange,Mission Hospital Regional Medical Center,106301262,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,270,226,0,0.00,1.34,0.00,0.00,2.06,Average,-117.7,33.56
2018-2019,Orange,UC Irvine Medical Center,106301279,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,172,139,3,2.16,1.98,1.84,0.38,5.37,Average,-117.9,33.79
2018-2019,Orange,Memorialcare Saddleback Medical Center,106301317,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,102,94,1,1.06,1.68,1.06,0.03,5.93,Average,-117.7,33.61
2018-2019,Orange,St. Joseph Hospital - Orange,106301340,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,273,219,4,1.83,1.50,2.05,0.56,5.25,Average,-117.9,33.78
2018-2019,Orange,St. Jude Medical Center,106301342,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,200,165,2,1.21,1.73,1.18,0.14,4.26,Average,-117.9,33.89
2018-2019,Orange,West Anaheim Medical Center,106301379,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,60,60,0,0.00,2.13,0.00,0.00,4.87,Average,-118.0,33.82
2018-2019,Orange,Orange County Global Medical Center,106301566,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,105,88,0,0.00,2.07,0.00,0.00,3.42,Average,-117.8,33.75
2018-2019,Riverside,Desert Regional Medical Center,106331164,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,240,216,2,0.93,1.69,0.93,0.11,3.34,Average,-116.6,33.84
2018-2019,Riverside,Eisenhower Medical Center,106331168,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,291,227,0,0.00,1.57,0.00,0.00,1.74,Average,-116.4,33.76
2018-2019,Riverside,Riverside Community Hospital,106331312,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,388,342,3,0.88,1.99,0.74,0.15,2.17,Average,-117.4,33.98
2018-2019,Riverside,Temecula Valley Hospital,106334564,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,210,189,1,0.53,1.54,0.58,0.01,3.23,Average,-117.1,33.48
2018-2019,Riverside,Loma Linda University Medical Center - Murrieta,106334589,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,259,235,5,2.13,1.30,2.75,0.89,6.42,Average,-117.2,33.61
2018-2019,Sacramento,Mercy General Hospital,106340947,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,"1,430","1,009",21,2.08,1.67,2.10,1.30,3.21,Average,-121.5,38.57
2018-2019,Sacramento,Mercy San Juan Hospital,106340950,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,263,161,1,0.62,1.47,0.71,0.02,3.98,Average,-121.3,38.67
2018-2019,Sacramento,UC Davis Medical Center,106341006,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,207,152,3,1.97,1.39,2.40,0.50,7.02,Average,-121.5,38.55
2018-2019,Sacramento,"Sutter Medical Center, Sacramento",106341051,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,994,723,12,1.66,1.59,1.76,0.91,3.08,Average,-121.4,38.57
2018-2019,San Bernardino,Kaiser Foundation Hospital – Fontana,106361223,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,643,515,4,0.78,1.61,0.81,0.22,2.08,Average,-117.4,34.07
2018-2019,San Bernardino,Loma Linda University Medical Center,106361246,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,562,451,5,1.11,1.84,1.02,0.33,2.38,Average,-117.3,34.05
2018-2019,San Bernardino,San Antonio Regional Hospital,106361318,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,324,259,8,3.09,1.89,2.76,1.19,5.43,Average,-117.6,34.10
2018-2019,San Bernardino,St. Bernardine Medical Center,106361339,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,562,473,16,3.38,1.62,3.51,2.01,5.71,Worse,-117.3,34.13
2018-2019,San Bernardino,St. Mary Medical Center - Apple Valley,106361343,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,153,131,2,1.53,1.76,1.46,0.18,5.27,Average,-117.3,34.54
2018-2019,San Bernardino,Desert Valley Hospital,106364144,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,60,54,2,3.70,2.50,2.50,0.30,9.04,Average,-117.3,34.47
2018-2019,San Diego,Alvarado Hospital Medical Center,106370652,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,44,41,2,4.88,1.89,4.34,0.53,15.69,Average,-117.1,32.78
2018-2019,San Diego,Sharp Memorial Hospital,106370694,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,265,166,5,3.01,1.55,3.27,1.06,7.64,Average,-117.2,32.80
2018-2019,San Diego,Grossmont Hospital,106370714,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,165,147,8,5.44,2.01,4.55,1.97,8.97,Worse,-117.0,32.78
2018-2019,San Diego,Scripps Mercy Hospital,106370744,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,209,169,4,2.37,1.43,2.79,0.76,7.15,Average,-117.2,32.75
2018-2019,San Diego,Palomar Health Downtown Campus,106370755,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,187,164,6,3.66,1.64,3.77,1.38,8.21,Average,-117.1,33.13
2018-2019,San Diego,Scripps Memorial Hospital - La Jolla,106370771,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,915,714,7,0.98,1.54,1.07,0.43,2.21,Average,-117.2,32.89
2018-2019,San Diego,Tri-City Medical Center – Oceanside,106370780,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,131,100,0,0.00,1.34,0.00,0.00,4.64,Average,-117.3,33.18
2018-2019,San Diego,Sharp Chula Vista Medical Center,106370875,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,167,147,2,1.36,1.85,1.24,0.15,4.47,Average,-117.0,32.62
2018-2019,San Diego,UCSD Health La Jolla - Jacobs Medical Center & Sulpizio Cardiovascular Center,106374141,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,450,315,3,0.95,1.58,1.02,0.21,2.98,Average,-117.2,32.88
2018-2019,San Francisco,Kaiser Foundation Hospital - San Francisco,106380857,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,917,730,11,1.51,1.31,1.94,0.97,3.47,Average,-122.4,37.78
2018-2019,San Francisco,California Pacific Medical Center - Pacific Campus,106380929,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,18,16,0,0.00,1.21,0.00,0.00,32.20,Average,-122.4,37.79
2018-2019,San Francisco,"St. Mary's Medical Center, San Francisco",106380965,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,222,176,2,1.14,1.51,1.27,0.15,4.59,Average,-122.5,37.77
2018-2019,San Francisco,UC San Francisco Medical Center,106381154,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,179,145,3,2.07,1.34,2.61,0.54,7.63,Average,-122.5,37.76
2018-2019,San Joaquin,Dameron Hospital,106390846,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,124,119,4,3.36,1.79,3.17,0.86,8.12,Average,-121.3,37.96
2018-2019,San Joaquin,St. Joseph's Medical Center of Stockton,106391042,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,539,480,7,1.46,2.08,1.18,0.48,2.44,Average,-121.3,37.97
2018-2019,San Luis Obispo,French Hospital Medical Center,106400480,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,166,127,2,1.57,1.39,1.91,0.23,6.89,Average,-120.7,35.28
2018-2019,San Mateo,Seton Medical Center,106410817,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,121,111,6,5.41,2.11,4.31,1.58,9.38,Average,-122.5,37.68
2018-2019,San Mateo,Mills-Peninsula Medical Center,106410852,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,129,104,2,1.92,1.37,2.36,0.29,8.53,Average,-122.4,37.59
2018-2019,San Mateo,Sequoia Hospital,106410891,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,148,91,3,3.30,1.60,3.46,0.71,10.12,Average,-122.3,37.48
2018-2019,Santa Barbara,Marian Regional Medical Center,106420493,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,185,156,4,2.56,1.58,2.74,0.75,7.01,Average,-120.4,34.95
2018-2019,Santa Barbara,Santa Barbara Cottage Hospital,106420514,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,210,164,1,0.61,1.73,0.59,0.02,3.30,Average,-119.7,34.43
2018-2019,Santa Clara,Regional Medical of San Jose,106430705,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,170,152,2,1.32,2.17,1.02,0.12,3.68,Average,-121.9,37.36
2018-2019,Santa Clara,El Camino Hospital,106430763,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,234,185,2,1.08,1.58,1.15,0.14,4.17,Average,-122.1,37.37
2018-2019,Santa Clara,Good Samaritan Hospital - San Jose,106430779,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,184,147,3,2.04,1.74,1.98,0.41,5.78,Average,-121.9,37.25
2018-2019,Santa Clara,O'Connor Hospital,106430837,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,104,91,1,1.10,2.32,0.80,0.02,4.44,Average,-121.9,37.33
2018-2019,Santa Clara,Santa Clara Valley Medical Center,106430883,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,159,134,1,0.75,1.52,0.83,0.02,4.61,Average,-121.9,37.31
2018-2019,Santa Clara,Stanford Health Care,106430905,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,478,304,5,1.64,1.53,1.81,0.59,4.23,Average,-122.2,37.43
2018-2019,Santa Clara,Kaiser Foundation Hospital - Santa Clara,106434153,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,"1,010",826,16,1.94,1.43,2.28,1.30,3.70,Average,-122.0,37.33
2018-2019,Santa Cruz,Dominican Hospital,106440755,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,201,128,3,2.34,1.31,3.01,0.62,8.78,Average,-122.0,36.99
2018-2019,Shasta,Shasta Regional Medical Center,106450940,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,262,209,3,1.44,1.51,1.61,0.33,4.70,Average,-122.4,40.59
2018-2019,Shasta,Mercy Medical Center - Redding,106450949,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,96,84,1,1.19,1.96,1.03,0.03,5.72,Average,-122.4,40.57
2018-2019,Solano,North Bay Medical Center,106481357,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,105,99,2,2.02,1.64,2.07,0.25,7.50,Average,-122.1,38.26
2018-2019,Sonoma,Santa Rosa Memorial Hospital - Montgomery,106491064,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,168,133,2,1.50,1.41,1.79,0.22,6.48,Average,-122.7,38.44
2018-2019,Sonoma,Sutter Santa Rosa Regional Hospital,106494106,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,114,81,1,1.23,1.21,1.72,0.04,9.59,Average,-122.71,38.47
2018-2019,Stanislaus,Doctors Medical Center,106500852,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,720,614,11,1.79,2.08,1.45,0.73,2.60,Average,-121.2,37.8
2018-2019,Stanislaus,Memorial Medical Center - Modesto,106500939,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,355,268,2,0.75,1.78,0.71,0.09,2.55,Average,-120.98,37.67
2018-2019,Tulare,Kaweah Delta Medical Center,106540734,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,455,395,5,1.27,1.90,1.12,0.36,2.61,Average,-119.29,36.33
2018-2019,Ventura,Community Memorial Hospital - San Buenaventura,106560473,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,170,157,1,0.64,1.43,0.75,0.02,4.18,Average,-119.26,34.27
2018-2019,Ventura,Los Robles Hospital and Medical Center,106560492,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,165,138,4,2.90,1.70,2.88,0.78,7.36,Average,-118.89,34.21
2018-2019,Ventura,St. John's Regional Medical Center,106560529,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,140,112,4,3.57,2.30,2.61,0.71,6.69,Average,-119.16,34.22
2018-2019,Yuba,Adventist Health and Rideout,106580996,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,140,118,2,1.69,2.05,1.40,0.17,5.04,Average,-121.59,39.14
2018-2019,Alameda,Alta Bates Summit Medical Center,106010937,Isolated CABG 30-Day Readmission,"32,343","22,167","2,693",12.15,343,261,26,9.96,12.97,9.33,6.10,13.68,Average,-122.26,37.82
2018-2019,Alameda,Washington Hospital - Fremont,106010987,Isolated CABG 30-Day Readmission,"32,343","22,167","2,693",12.15,168,123,18,14.63,11.49,15.48,9.17,24.46,Average,-121.98,37.56
2018-2019,Alameda,Stanford Health Care - Valleycare,106014050,Isolated CABG 30-Day Readmission,"32,343","22,167","2,693",12.15,76,59,4,6.78,12.12,6.80,1.85,17.40,Average,-121.88,37.69
2018-2019,Butte,Enloe Medical Center - Esplanade,106040962,Isolated CABG 30-Day Readmission,"32,343","22,167","2,693",12.15,331,254,44,17.32,12.65,16.63,12.08,22.33,Average,-121.85,39.74
2018-2019,Contra  Costa,John Muir Medical Center - Concord Campus,106071018,Isolated CABG 30-Day Readmission,"32,343","22,167","2,693",12.15,443,321,21,6.54,12.59,6.31,3.91,9.65,Better,-122.04,37.99
2018-2019,Contra  Costa,San Ramon Regional Medical Center,106074017,Isolated CABG 30-Day Readmission,"32,343","22,167","2,693",12.15,71,46,4,8.70,9.59,11.01,3.00,28.20,Average,-121.96,37.78
2018-2019,Fresno,Community Regional Medical Center - Fresno,106100717,Isolated CABG 30-Day Readmission,"32,343","22,167","2,693",12.15,289,233,50,21.46,15.18,17.18,12.75,22.65,Worse,-119.78,36.74
2018-2019,Fresno,Saint Agnes Medical Center,106100899,Isolated CABG 30-Day Readmission,"32,343","22,167","2,693",12.15,526,330,39,11.82,12.23,11.74,8.35,16.05,Average,-119.76,36.84
2018-2019,Fresno,Fresno Heart and Surgical Hospital,106105029,Isolated CABG 30-Day Readmission,"32,343","22,167","2,693",12.15,587,469,47,10.02,12.35,9.86,7.24,13.11,Average,-119.79,36.86
2018-2019,Humboldt,St. Joseph Hospital - Eureka ,106121080,Isolated CABG 30-Day Readmission,"32,343","22,167","2,693",12.15,47,37,8,21.62,12.50,21.01,9.07,41.39,Average,-124.14,40.78
