Year,County,Hospital,OSHPD ID,Performance Measure,# of Cases,# of Adverse Events,Risk-adjusted Rate,Performance Rating,Longitude,Latitude
2013,Santa Clara,O'Connor Hospital - San Jose,106430837,CABG + Valve Operative Mortality,17,1,3.53,Average,-121.94,37.33
2013,Santa Clara,O'Connor Hospital - San Jose,106430837,CABG + Valve Operative Mortality,17,1,3.53,Average,-121.94,37.33
2013,Santa Clara,O'Connor Hospital - San Jose,106430837,CABG Operative Mortality ,30,3,5.17,Average,-121.94,37.33
2013,Santa Clara,O'Connor Hospital - San Jose,106430837,CABG Operative Mortality ,30,3,5.17,Average,-121.94,37.33
2013,Santa Clara,O'Connor Hospital - San Jose,106430837,Post-Operative Stroke ,85,1,0.99,Average,-121.94,37.33
2013,Santa Clara,O'Connor Hospital - San Jose,106430837,Post-Operative Stroke ,85,1,0.99,Average,-121.94,37.33
2012,Santa Clara,O'Connor Hospital - San Jose,106430837,30-day Readmission ,52,5,9.95,Average,-121.93727,37.32714
2012,Santa Clara,O'Connor Hospital - San Jose,106430837,Operative Mortality ,55,2,4.46,Average,-121.93727,37.32714
2017-2018,Santa Clara,Regional Medical of San Jose,106430705,CABG + Valve Operative Mortality,13,2,8.25,Average,-121.85,37.36
2017-2018,Santa Clara,Regional Medical of San Jose,106430705,CABG 30-Day Readmission,132,16,9.88,Average,-121.85,37.36
2017-2018,Santa Clara,Regional Medical of San Jose,106430705,Post-Operative Stroke,162,2,0.82,Average,-121.85,37.36
2016-2017,Santa Clara,Regional Medical of San Jose,106430705,CABG + Valve Operative Mortality,9,0,0.00,Average,-121.85,37.36
2016-2017,Santa Clara,Regional Medical of San Jose,106430705,Post-Operative Stroke,152,3,1.38,Average,-121.85,37.36
2015-2016,Santa Clara,Regional Medical of San Jose,106430705,CABG + Valve Operative Mortality,12,0,0.00,Average,-121.85,37.36
2015-2016,Santa Clara,Regional Medical of San Jose,106430705,CABG 30-Day Readmission,124,24,17.09,Average,-121.85,37.36
2015-2016,Santa Clara,Regional Medical of San Jose,106430705,Post-Operative Stroke,149,2,1.14,Average,-121.85,37.36
2014-2015,Santa Clara,Regional Medical of San Jose,106430705,30-Day Readmission,128,24,17.11,Average,-121.85,37.36
2014-2015,Santa Clara,Regional Medical of San Jose,106430705,CABG + Valve Operative Mortality,21,0,0,Average,-121.85,37.36
2014-2015,Santa Clara,Regional Medical of San Jose,106430705,Post-Operative Stroke ,143,0,0,Average,-121.85,37.36
2013-2014,Santa Clara,Regional Medical of San Jose,106430705,CABG + Valve Operative Mortality,25,0,0,Average,-121.85,37.36
2013-2014,Santa Clara,Regional Medical of San Jose,106430705,Post-Operative Stroke ,137,2,1.09,Average,-121.85,37.36
2011-2012,Santa Clara,Regional Medical of San Jose,106430705,Post-Operative Stroke ,129,0,0,Average,-121.84837,37.36332
2018,Santa Clara,Regional Medical of San Jose,106430705,CABG Operative Mortality,82,5,4.12,Average,-121.85,37.36
2017,Santa Clara,Regional Medical of San Jose,106430705,CABG Operative Mortality,80,3,2.71,Average,-121.85,37.36
2016,Santa Clara,Regional Medical of San Jose,106430705,CABG Operative Mortality,72,2,1.50,Average,-121.85,37.36
2015,Santa Clara,Regional Medical of San Jose,106430705,CABG Operative Mortality ,77,3,3.54,Average,-121.85,37.36
2014,Santa Clara,Regional Medical of San Jose,106430705,CABG Operative Mortality ,66,0,0,Average,-121.85,37.36
2013,Santa Clara,Regional Medical of San Jose,106430705,30-day Readmission ,66,13,13.33,Average,-121.85,37.36
2013,Santa Clara,Regional Medical of San Jose,106430705,30-day Readmission ,66,13,13.33,Average,-121.85,37.36
2013,Santa Clara,Regional Medical of San Jose,106430705,CABG + Valve Operative Mortality,23,2,3.19,Average,-121.85,37.36
2013,Santa Clara,Regional Medical of San Jose,106430705,CABG + Valve Operative Mortality,23,2,3.19,Average,-121.85,37.36
2013,Santa Clara,Regional Medical of San Jose,106430705,CABG Operative Mortality ,71,2,1.23,Average,-121.85,37.36
2013,Santa Clara,Regional Medical of San Jose,106430705,CABG Operative Mortality ,71,2,1.23,Average,-121.85,37.36
2013,Santa Clara,Regional Medical of San Jose,106430705,Post-Operative Stroke ,132,2,0.96,Average,-121.85,37.36
2013,Santa Clara,Regional Medical of San Jose,106430705,Post-Operative Stroke ,132,2,0.96,Average,-121.85,37.36
2012,Santa Clara,Regional Medical of San Jose,106430705,30-day Readmission ,55,7,10.87,Average,-121.84837,37.36332
2012,Santa Clara,Regional Medical of San Jose,106430705,Operative Mortality ,61,0,0,Average,-121.84837,37.36332
2017-2018,Santa Clara,Santa Clara Valley Medical Center,106430883,CABG + Valve Operative Mortality,14,0,0.00,Average,-121.93,37.31
2017-2018,Santa Clara,Santa Clara Valley Medical Center,106430883,CABG 30-Day Readmission,114,8,7.50,Average,-121.93,37.31
2017-2018,Santa Clara,Santa Clara Valley Medical Center,106430883,Post-Operative Stroke,140,2,1.53,Average,-121.93,37.31
2016-2017,Santa Clara,Santa Clara Valley Medical Center,106430883,CABG + Valve Operative Mortality,14,0,0.00,Average,-121.93,37.31
2016-2017,Santa Clara,Santa Clara Valley Medical Center,106430883,Post-Operative Stroke,140,2,1.49,Average,-121.93,37.31
2015-2016,Santa Clara,Santa Clara Valley Medical Center,106430883,CABG + Valve Operative Mortality,21,1,6.53,Average,-121.93,37.31
2015-2016,Santa Clara,Santa Clara Valley Medical Center,106430883,CABG 30-Day Readmission,114,10,9.02,Average,-121.93,37.31
2015-2016,Santa Clara,Santa Clara Valley Medical Center,106430883,Post-Operative Stroke,135,2,1.64,Average,-121.93,37.31
2014-2015,Santa Clara,Santa Clara Valley Medical Center,106430883,30-Day Readmission,121,11,9,Average,-121.93,37.31
2014-2015,Santa Clara,Santa Clara Valley Medical Center,106430883,CABG + Valve Operative Mortality,28,3,10.55,Average,-121.93,37.31
2014-2015,Santa Clara,Santa Clara Valley Medical Center,106430883,Post-Operative Stroke ,141,2,1.76,Average,-121.93,37.31
2013-2014,Santa Clara,Santa Clara Valley Medical Center,106430883,CABG + Valve Operative Mortality,28,3,11.45,Average,-121.93,37.31
2013-2014,Santa Clara,Santa Clara Valley Medical Center,106430883,Post-Operative Stroke ,137,0,0,Average,-121.93,37.31
2011-2012,Santa Clara,Santa Clara Valley Medical Center,106430883,Post-Operative Stroke ,159,2,1.37,Average,-121.93202,37.31346
2018,Santa Clara,Santa Clara Valley Medical Center,106430883,CABG Operative Mortality,63,0,0.00,Average,-121.93,37.31
2017,Santa Clara,Santa Clara Valley Medical Center,106430883,CABG Operative Mortality,77,2,3.92,Average,-121.93,37.31
2016,Santa Clara,Santa Clara Valley Medical Center,106430883,CABG Operative Mortality,63,0,0.00,Average,-121.93,37.31
2015,Santa Clara,Santa Clara Valley Medical Center,106430883,CABG Operative Mortality ,72,0,0,Average,-121.93,37.31
2014,Santa Clara,Santa Clara Valley Medical Center,106430883,CABG Operative Mortality ,69,1,1.84,Average,-121.93,37.31
2013,Santa Clara,Santa Clara Valley Medical Center,106430883,30-day Readmission ,63,9,17.66,Average,-121.93,37.31
2013,Santa Clara,Santa Clara Valley Medical Center,106430883,30-day Readmission ,63,9,17.66,Average,-121.93,37.31
2013,Santa Clara,Santa Clara Valley Medical Center,106430883,CABG + Valve Operative Mortality,23,2,12.96,Average,-121.93,37.31
2013,Santa Clara,Santa Clara Valley Medical Center,106430883,CABG + Valve Operative Mortality,23,2,12.96,Average,-121.93,37.31
2013,Santa Clara,Santa Clara Valley Medical Center,106430883,CABG Operative Mortality ,68,0,0,Average,-121.93,37.31
2013,Santa Clara,Santa Clara Valley Medical Center,106430883,CABG Operative Mortality ,68,0,0,Average,-121.93,37.31
2013,Santa Clara,Santa Clara Valley Medical Center,106430883,Post-Operative Stroke ,155,0,0,Average,-121.93,37.31
2013,Santa Clara,Santa Clara Valley Medical Center,106430883,Post-Operative Stroke ,155,0,0,Average,-121.93,37.31
2012,Santa Clara,Santa Clara Valley Medical Center,106430883,30-day Readmission ,75,9,13.13,Average,-121.93202,37.31346
2012,Santa Clara,Santa Clara Valley Medical Center,106430883,Operative Mortality ,87,2,4.63,Average,-121.93202,37.31346
2017-2018,Santa Clara,Stanford Health Care,106430905,CABG + Valve Operative Mortality,84,4,3.42,Average,-122.18,37.43
2017-2018,Santa Clara,Stanford Health Care,106430905,CABG 30-Day Readmission,190,25,15.11,Average,-122.18,37.43
2017-2018,Santa Clara,Stanford Health Care,106430905,Post-Operative Stroke,286,9,3.47,Worse,-122.18,37.43
2018,Santa Clara,Stanford Health Care,106430905,CABG Operative Mortality,146,6,6.17,Average,-122.18,37.43
2016-2017,Santa Clara,Stanford Hospital,106430905,CABG + Valve Operative Mortality,85,4,3.98,Average,-122.18,37.43
2016-2017,Santa Clara,Stanford Hospital,106430905,Post-Operative Stroke,272,10,3.78,Worse,-122.18,37.43
2015-2016,Santa Clara,Stanford Hospital,106430905,CABG + Valve Operative Mortality,80,4,5.81,Average,-122.18,37.43
2015-2016,Santa Clara,Stanford Hospital,106430905,CABG 30-Day Readmission,161,23,16.37,Average,-122.18,37.43
2015-2016,Santa Clara,Stanford Hospital,106430905,Post-Operative Stroke,228,9,4.42,Worse,-122.18,37.43
2014-2015,Santa Clara,Stanford Hospital,106430905,30-Day Readmission,158,20,12.89,Average,-122.18,37.43
2014-2015,Santa Clara,Stanford Hospital,106430905,CABG + Valve Operative Mortality,76,4,6.47,Average,-122.18,37.43
2014-2015,Santa Clara,Stanford Hospital,106430905,Post-Operative Stroke ,193,5,2.76,Average,-122.18,37.43
2013-2014,Santa Clara,Stanford Hospital,106430905,CABG + Valve Operative Mortality,61,4,7.14,Average,-122.18,37.43
2013-2014,Santa Clara,Stanford Hospital,106430905,Post-Operative Stroke ,184,4,2.4,Average,-122.18,37.43
2011-2012,Santa Clara,Stanford Hospital,106430905,Post-Operative Stroke ,133,2,1.78,Average,-122.17827,37.43342
2017,Santa Clara,Stanford Hospital,106430905,CABG Operative Mortality,140,3,2.37,Average,-122.18,37.43
2016,Santa Clara,Stanford Hospital,106430905,CABG Operative Mortality,132,1,1.26,Average,-122.18,37.43
2015,Santa Clara,Stanford Hospital,106430905,CABG Operative Mortality ,96,1,1.12,Average,-122.18,37.43
2014,Santa Clara,Stanford Hospital,106430905,CABG Operative Mortality ,97,1,0.86,Average,-122.18,37.43
2013,Santa Clara,Stanford Hospital,106430905,30-day Readmission ,74,0,0,Better,-122.18,37.43
2013,Santa Clara,Stanford Hospital,106430905,30-day Readmission ,74,0,0,Better,-122.18,37.43
2013,Santa Clara,Stanford Hospital,106430905,CABG + Valve Operative Mortality,60,6,9.94,Average,-122.18,37.43
2013,Santa Clara,Stanford Hospital,106430905,CABG + Valve Operative Mortality,60,6,9.94,Average,-122.18,37.43
2013,Santa Clara,Stanford Hospital,106430905,CABG Operative Mortality ,87,1,1.74,Average,-122.18,37.43
2013,Santa Clara,Stanford Hospital,106430905,CABG Operative Mortality ,87,1,1.74,Average,-122.18,37.43
2013,Santa Clara,Stanford Hospital,106430905,Post-Operative Stroke ,158,5,4.24,Average,-122.18,37.43
2013,Santa Clara,Stanford Hospital,106430905,Post-Operative Stroke ,158,5,4.24,Average,-122.18,37.43
2012,Santa Clara,Stanford Hospital,106430905,30-day Readmission ,57,3,4.98,Average,-122.17827,37.43342
2012,Santa Clara,Stanford Hospital,106430905,Operative Mortality ,71,0,0,Average,-122.17827,37.43342
2017-2018,Santa Cruz,Dominican Hospital,106440755,CABG + Valve Operative Mortality,45,3,5.11,Average,-121.98,36.99
2017-2018,Santa Cruz,Dominican Hospital,106440755,CABG 30-Day Readmission,117,12,12.46,Average,-121.98,36.99
2017-2018,Santa Cruz,Dominican Hospital,106440755,Post-Operative Stroke,131,3,2.91,Average,-121.98,36.99
2016-2017,Santa Cruz,Dominican Hospital,106440755,CABG + Valve Operative Mortality,46,4,4.57,Average,-121.98,36.99
2016-2017,Santa Cruz,Dominican Hospital,106440755,Post-Operative Stroke,131,2,1.39,Average,-121.98,36.99
2018,Santa Cruz,Dominican Hospital,106440755,CABG Operative Mortality,57,3,7.91,Average,-121.98,36.99
2017,Santa Cruz,Dominican Hospital,106440755,CABG Operative Mortality,74,2,2.61,Average,-121.98,36.99
2015-2016,Santa Cruz,Dominican Hospital - Santa Cruz/Soquel,106440755,CABG + Valve Operative Mortality,52,8,8.51,Average,-121.98,36.99
2015-2016,Santa Cruz,Dominican Hospital - Santa Cruz/Soquel,106440755,CABG 30-Day Readmission,113,13,11.22,Average,-121.98,36.99
2015-2016,Santa Cruz,Dominican Hospital - Santa Cruz/Soquel,106440755,Post-Operative Stroke,132,0,0.00,Average,-121.98,36.99
2014-2015,Santa Cruz,Dominican Hospital - Santa Cruz/Soquel,106440755,30-Day Readmission,113,9,8.41,Average,-121.98,36.99
2014-2015,Santa Cruz,Dominican Hospital - Santa Cruz/Soquel,106440755,CABG + Valve Operative Mortality,55,7,11.26,Average,-121.98,36.99
2014-2015,Santa Cruz,Dominican Hospital - Santa Cruz/Soquel,106440755,Post-Operative Stroke ,138,1,0.74,Average,-121.98,36.99
2011-2012,Santa Cruz,Dominican Hospital - Santa Cruz/Soquel,106440755,Post-Operative Stroke ,105,2,2.14,Average,-121.98489,36.98806
2016,Santa Cruz,Dominican Hospital - Santa Cruz/Soquel,106440755,CABG Operative Mortality,57,1,0.82,Average,-121.98,36.99
2015,Santa Cruz,Dominican Hospital - Santa Cruz/Soquel,106440755,CABG Operative Mortality ,75,3,3.51,Average,-121.98,36.99
2013,Santa Cruz,Dominican Hospital - Santa Cruz/Soquel,106440755,30-day Readmission ,53,6,11.01,Average,-121.98,36.99
2013,Santa Cruz,Dominican Hospital - Santa Cruz/Soquel,106440755,30-day Readmission ,53,6,11.01,Average,-121.98,36.99
2013,Santa Cruz,Dominican Hospital - Santa Cruz/Soquel,106440755,CABG + Valve Operative Mortality,26,3,14.66,Average,-121.98,36.99
2013,Santa Cruz,Dominican Hospital - Santa Cruz/Soquel,106440755,CABG + Valve Operative Mortality,26,3,14.66,Average,-121.98,36.99
2013,Santa Cruz,Dominican Hospital - Santa Cruz/Soquel,106440755,CABG Operative Mortality ,64,0,0,Average,-121.98,36.99
2013,Santa Cruz,Dominican Hospital - Santa Cruz/Soquel,106440755,CABG Operative Mortality ,64,0,0,Average,-121.98,36.99
2013,Santa Cruz,Dominican Hospital - Santa Cruz/Soquel,106440755,Post-Operative Stroke ,122,0,0,Average,-121.98,36.99
2013,Santa Cruz,Dominican Hospital - Santa Cruz/Soquel,106440755,Post-Operative Stroke ,122,0,0,Average,-121.98,36.99
2012,Santa Cruz,Dominican Hospital - Santa Cruz/Soquel,106440755,30-day Readmission ,52,7,14.97,Average,-121.98489,36.98806
2012,Santa Cruz,Dominican Hospital - Santa Cruz/Soquel,106440755,Operative Mortality ,58,2,3.85,Average,-121.98489,36.98806
2013-2014,Santa Cruz,Dominican Hospital – Santa Cruz/Soquel,106440755,CABG + Valve Operative Mortality,36,5,18.68,Worse,-121.98,36.99
2013-2014,Santa Cruz,Dominican Hospital – Santa Cruz/Soquel,106440755,Post-Operative Stroke ,127,1,0.84,Average,-121.98,36.99
2014,Santa Cruz,Dominican Hospital – Santa Cruz/Soquel,106440755,CABG Operative Mortality ,63,0,0,Average,-121.98,36.99
2017-2018,Shasta,Mercy Medical Center - Redding,106450949,CABG + Valve Operative Mortality,5,1,37.32,Average,-122.4,40.57
2017-2018,Shasta,Mercy Medical Center - Redding,106450949,CABG 30-Day Readmission,79,12,13.42,Average,-122.4,40.57
2017-2018,Shasta,Mercy Medical Center - Redding,106450949,Post-Operative Stroke,85,0,0.00,Average,-122.4,40.57
2016-2017,Shasta,Mercy Medical Center - Redding,106450949,CABG + Valve Operative Mortality,13,2,19.17,Average,-122.4,40.57
2016-2017,Shasta,Mercy Medical Center - Redding,106450949,Post-Operative Stroke,125,3,1.80,Average,-122.4,40.57
2015-2016,Shasta,Mercy Medical Center - Redding,106450949,CABG + Valve Operative Mortality,40,4,9.84,Average,-122.4,40.57
2015-2016,Shasta,Mercy Medical Center - Redding,106450949,CABG 30-Day Readmission,166,20,11.38,Average,-122.4,40.57
2015-2016,Shasta,Mercy Medical Center - Redding,106450949,Post-Operative Stroke,191,4,1.91,Average,-122.4,40.57
2014-2015,Shasta,Mercy Medical Center - Redding,106450949,30-Day Readmission,225,23,10.19,Average,-122.4,40.57
2014-2015,Shasta,Mercy Medical Center - Redding,106450949,CABG + Valve Operative Mortality,48,6,11.38,Average,-122.4,40.57
2014-2015,Shasta,Mercy Medical Center - Redding,106450949,Post-Operative Stroke ,245,2,0.75,Average,-122.4,40.57
2011-2012,Shasta,Mercy Medical Center - Redding,106450949,Post-Operative Stroke ,206,2,1.07,Average,-122.39742,40.57204
2018,Shasta,Mercy Medical Center - Redding,106450949,CABG Operative Mortality,34,2,3.15,Average,-122.4,40.57
2017,Shasta,Mercy Medical Center - Redding,106450949,CABG Operative Mortality,51,3,4.01,Average,-122.4,40.57
2016,Shasta,Mercy Medical Center - Redding,106450949,CABG Operative Mortality,74,5,4.21,Average,-122.4,40.57
2015,Shasta,Mercy Medical Center - Redding,106450949,CABG Operative Mortality ,117,4,2.61,Average,-122.4,40.57
2013,Shasta,Mercy Medical Center - Redding,106450949,30-day Readmission ,93,5,5.71,Average,-122.4,40.57
2013,Shasta,Mercy Medical Center - Redding,106450949,30-day Readmission ,93,5,5.71,Average,-122.4,40.57
2013,Shasta,Mercy Medical Center - Redding,106450949,CABG + Valve Operative Mortality,43,2,3.45,Average,-122.4,40.57
2013,Shasta,Mercy Medical Center - Redding,106450949,CABG + Valve Operative Mortality,43,2,3.45,Average,-122.4,40.57
2013,Shasta,Mercy Medical Center - Redding,106450949,CABG Operative Mortality ,100,2,1.49,Average,-122.4,40.57
2013,Shasta,Mercy Medical Center - Redding,106450949,CABG Operative Mortality ,100,2,1.49,Average,-122.4,40.57
2013,Shasta,Mercy Medical Center - Redding,106450949,Post-Operative Stroke ,204,2,1.01,Average,-122.4,40.57
2013,Shasta,Mercy Medical Center - Redding,106450949,Post-Operative Stroke ,204,2,1.01,Average,-122.4,40.57
2012,Shasta,Mercy Medical Center - Redding,106450949,30-day Readmission ,101,13,11.8,Average,-122.39742,40.57204
2012,Shasta,Mercy Medical Center - Redding,106450949,Operative Mortality ,104,2,1.5,Average,-122.39742,40.57204
2013-2014,Shasta,Mercy Medical Center – Redding,106450949,CABG + Valve Operative Mortality,33,4,13.98,Average,-122.4,40.57
2013-2014,Shasta,Mercy Medical Center – Redding,106450949,Post-Operative Stroke ,228,1,0.4,Average,-122.4,40.57
2014,Shasta,Mercy Medical Center – Redding,106450949,CABG Operative Mortality ,128,4,2.04,Average,-122.4,40.57
2017-2018,Shasta,Shasta Regional Medical Center,106450940,CABG + Valve Operative Mortality,31,1,5.03,Average,-122.39,40.59
2017-2018,Shasta,Shasta Regional Medical Center,106450940,CABG 30-Day Readmission,212,23,11.64,Average,-122.39,40.59
2017-2018,Shasta,Shasta Regional Medical Center,106450940,Post-Operative Stroke,229,2,0.96,Average,-122.39,40.59
2016-2017,Shasta,Shasta Regional Medical Center,106450940,CABG + Valve Operative Mortality,31,1,2.52,Average,-122.39,40.59
2016-2017,Shasta,Shasta Regional Medical Center,106450940,Post-Operative Stroke,205,1,0.53,Average,-122.39,40.59
